number,customer,description,price,country,url_addr,deadline
2019-726029,ПАО «Энергоспецмонтаж»,Поставка сварочных комплектующих для Представительства ПАО «Энергоспецмонтаж» в Республике Беларусь.,4 641 040.87,RUS,http://www.icetrade.by/tenders/all/view/726029,2019-07-03
2019-726028,12-я городская клиническая стоматологическая поликлиника,Закупка аппарата термоинжекционного для изготовления зубных протезов,18 000,BLR,http://www.icetrade.by/tenders/all/view/726028,2019-07-08
2019-726027,"ОАО ""Солигорская птицефабрика""",Закупка незернового сырья для выработки комбикорма,0,BLR,http://www.icetrade.by/tenders/all/view/726027,2019-07-09
2019-726026,"КУП ""Брестгорремстройтрест""",Закупка сантехнических материалов,9 464.03,BLR,http://www.icetrade.by/tenders/all/view/726026,2019-07-01
2019-726025,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Гомель",МТ 167/19-ПЭА «Мочеприемники медицинские однократного применения для УЗ ГО»,0,BLR,http://www.icetrade.by/tenders/all/view/726025,2019-07-05
2019-726024,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи",БарМТ №425/19 Оториноларингология (инструментарий) (часть 1),135 248.21,BLR,http://www.icetrade.by/tenders/all/view/726024,2019-07-16
2019-726414,Национальная государственная телерадиокомпания Республики Беларусь,Услуги по световому оформлению для производства телепередачи «На вылет»,81 132,BLR,http://www.icetrade.by/tenders/all/view/726414,2019-07-29
2019-726413,"Государственное предприятие ""Белаэронавигация""",Ремонт крылец,65 000,BLR,http://www.icetrade.by/tenders/all/view/726413,2019-07-10
2019-726412,"Унитарное предприятие""Гомельвторчермет""",Закупка терморезака ТР-3БН или 100% аналога и запасных частей к нему,21 586.97,BLR,http://www.icetrade.by/tenders/all/view/726412,2019-07-04
2019-726411,РНПЦ оториноларингологии,"Реагенты, растворы, контрольные и расходные материалы для КДЛ",0,BLR,http://www.icetrade.by/tenders/all/view/726411,2019-07-11
2019-726410,"Государственное предприятие ""Белорусская АЭС""",Закупка спецодежды,27 663,BLR,http://www.icetrade.by/tenders/all/view/726410,2019-07-04
2019-726409,"РУП ""Производственное объединение ""Белоруснефть""",Спектрометр,170 187,BLR,http://www.icetrade.by/tenders/all/view/726409,2019-07-02
2019-726408,"УП ""МИНСКМЕТРОСТРОЙ""",Выбор поставщика воздуховодов,24 000,BLR,http://www.icetrade.by/tenders/all/view/726408,2019-07-01
2019-726407,6-я городская клиническая больница,"Реагенты, расходные и контрольные материалы для клинико-диагностической лаборатории",0,BLR,http://www.icetrade.by/tenders/all/view/726407,2019-07-17
2019-726406,"ОАО ""ММЗ имени С.И.Вавилова - управляющая компания холдинга ""БелОМО""","Текущий ремонт санузлов, коридора, холла и лестницы в  заводоуправление",229 959.58,BLR,http://www.icetrade.by/tenders/all/view/726406,2019-07-17
2019-726405,БГУ,«Лабораторный комплекс для изучения функциональной активности митохондрий»  Программа 14 подпрограмма 5 «Развитие системы высшего образования»,28 000,BLR,http://www.icetrade.by/tenders/all/view/726405,2019-07-04
2019-726404,"Государственное предприятие ""ЖРЭУ г. Пинска""",Противопожарный инвентарь,5 305.12,BLR,http://www.icetrade.by/tenders/all/view/726404,2019-07-05
2019-726402,432 ГВКМЦ,Расходный медицинский инструментарий для ангиографии,5 200,BLR,http://www.icetrade.by/tenders/all/view/726402,2019-07-16
2019-726401,"УММ ОАО ""МАПИД""",Станки,10 000,BLR,http://www.icetrade.by/tenders/all/view/726401,2019-07-02
2019-726213,Отдел по образованию Россонского райисполкома,Закупка технологического оборудования,39 998,BLR,http://www.icetrade.by/tenders/all/view/726213,2019-07-15
2019-726212,"ООО ""Баскетбольный клуб ""Горизонт""",Закупка спортивной экипировки (формы) с логотипом,30 785.26,BLR,http://www.icetrade.by/tenders/all/view/726212,2019-07-10
2019-726211,Отдел по образованию Витебского районного исполнительного комитета,Закупка хлеба,65 107.79,BLR,http://www.icetrade.by/tenders/all/view/726211,2019-07-10
2019-726210,"ОАО ""Гродно Азот""",закупка работ по ремонту наружной поверхности стен,0,BLR,http://www.icetrade.by/tenders/all/view/726210,2019-07-08
2019-726209,"Государственное предприятие ""УКС города Новополоцка""","Подрядные работы по объекту ""Инженерно-транспортная инфраструктура микрорайона №10А г.Новополоцка"" 8 очередь",523 091,BLR,http://www.icetrade.by/tenders/all/view/726209,2019-07-11
2019-726208,"ОАО ""Стройтрест № 3 Ордена Октябрьской революции""",Закупка запорно -балансировочной арматуры,0,BLR,http://www.icetrade.by/tenders/all/view/726208,2019-07-01
2019-726207,"Государственное предприятие ""УКС Новогрудского района""","Проведение строительных работ  для объекта: «Текущий ремонт помещений отделения реанимации по адресу: г. Новогрудок, ул. Волчецкого, 53 (пожарная сигнализация)».",4 300,BLR,http://www.icetrade.by/tenders/all/view/726207,2019-07-10
2019-726206,"ОАО ""Гомельский винодельческий завод""",Закупка преформ для производства бутылок,71 700,BLR,http://www.icetrade.by/tenders/all/view/726206,2019-07-09
2019-726205,"Государственное предприятие ""УКС Столбцовского района""","Выбор  подрядной  организации  на  выполнение  комплекса  работ на объекте ""Замена больничного лифта грузоподъемностью 500 кг, установленного в 3 корпусе""",34 153,BLR,http://www.icetrade.by/tenders/all/view/726205,2019-07-10
2019-726204,"Государственное предприятие ""ЖодиноЖилТеплоСервис""",Закупка стальных труб и комплектующих к ним,14 000,BLR,http://www.icetrade.by/tenders/all/view/726204,2019-07-04
2019-726609,"ОАО ""БелЭнергоСнабКомплект""","Щиты собственных нужд 0,4 кВ",0,BLR,http://www.icetrade.by/tenders/all/view/726609,2019-07-05
2019-726608,"КУП ""Тендерный центр Мингорисполкома""",А141 комплект оборудования (студийная камера и аксессуары),313 417,BLR,http://www.icetrade.by/tenders/all/view/726608,2019-07-16
2019-726607,"ОАО ""СТРОЙТРЕСТ № 35""","Кабельная продукция 0,4 и 10 кВ",90 118.22,BLR,http://www.icetrade.by/tenders/all/view/726607,2019-07-04
2019-726606,"Государственное областное унитарное предприятие ""Управление капитального строительства Гродненского облисполкома""","лот №1 «комплект для предмета ОБЖ», лот №2 «принадлежности по медицинской подготовке», лот №3 «противогазы и респираторы», лот №4 «приборы  радиационной защиты», лот №5 «комплект для предмета «Допризывная и медицинская подготовка», лот№6 «Комплект для предмета «Допризывная и медицинская подготовка», лот №7 «комплект для предмета «Допризывная и медицинская подготовка» для комплектации объекта: «Проект застройки, магистральные сети и улицы микрорайона №2  в г.п.Островец. Школа на 765 учащихся»",41 700,BLR,http://www.icetrade.by/tenders/all/view/726606,2019-07-09
2019-726605,"ОАО ""Беларуськалий""",Закупка станков точильно-шлифовального и шлифовально-полировального,0,BLR,http://www.icetrade.by/tenders/all/view/726605,2019-07-04
2019-726604,"ОАО ""Красный пищевик""","Закупка сахара- песка, весового упакованного в мешки по 40-50 кг.",1 185 600,BLR,http://www.icetrade.by/tenders/all/view/726604,2019-07-19
2019-726603,"Унитарное предприятие ""Глубокский молочноконсервный комбинат""",Ферментный препарат ЛИЗОЦИМ гранулированный,250 000,BLR,http://www.icetrade.by/tenders/all/view/726603,2019-07-09
2019-726602,"ОАО ""Могилёвская фабрика мороженого""",Газовое горелочное устройство,0,BLR,http://www.icetrade.by/tenders/all/view/726602,2019-07-02
2019-726601,"ОАО ""СТРОЙТРЕСТ №4""",Переговоры по выбору поставщика электрощитового оборудования для электроснабжения для объекта «Строительство многоквартирных жилых домов с инженерно-транспортной  инфраструктурой и объектами социально-гарантируемого обслуживания населения в д.Копище Боровлянского сельсовета Минского района. Школа № 1».,23 600.14,BLR,http://www.icetrade.by/tenders/all/view/726601,2019-07-02
2019-726600,"ОАО ""БМЗ- управляющая компания холдинга ""БМК""",закупка металлорукавов,25 237.19,BLR,http://www.icetrade.by/tenders/all/view/726600,2019-07-04
2019-726599,"УП ""УКС МИНГОРИСПОЛКОМА""",система видеодомофонов,24 500,BLR,http://www.icetrade.by/tenders/all/view/726599,2019-07-11
2019-726598,"ОАО ""Птицефабрика Городок""",Препараты биологические ветеринарные,0,BLR,http://www.icetrade.by/tenders/all/view/726598,2019-07-01
2019-726110,"Отдел образования, спорта и туризма Буда-Кошелевского райисполкома","Закупка персональных компьютеров, многофункционального устройства и принтеров",58 350,BLR,http://www.icetrade.by/tenders/all/view/726110,2019-07-15
2019-726109,"ОАО ""БМЗ- управляющая компания холдинга ""БМК""","Строительно-монтажные работы по объекту: ""ЭСПЦ-2. Установка дополнительной видеокамеры шлакового проема ДСП-3""",2 328.18,BLR,http://www.icetrade.by/tenders/all/view/726109,2019-07-08
2019-726108,"ОАО ""ГЗЛиН""","Сверла ц/х ГОСТ 10902, ГОСТ 886",0,BLR,http://www.icetrade.by/tenders/all/view/726108,2019-07-12
2019-726107,"Учреждение ""СИЗО № 1"" управления ДИН МВД по г. Минску и Минской области",аготовка картофеля и овощей урожая 2019 года,48 482,BLR,http://www.icetrade.by/tenders/all/view/726107,2019-08-09
2019-726106,"Государственное предприятие ""Белорусская АЭС""",Услуги по повышению квалификации руководящих сотрудников и специалистов предприятия,2 251.90,BLR,http://www.icetrade.by/tenders/all/view/726106,2019-07-02
2019-726105,"ОАО ""Пинское РСУ""",Антиконденсатная пленка,400,BLR,http://www.icetrade.by/tenders/all/view/726105,2019-07-01
2019-726302,"ОАО ""Мозырьсоль""",Горизонтальный резервуар наземной установки,130 000,BLR,http://www.icetrade.by/tenders/all/view/726302,2019-07-15
2019-726301,3-я городская клиническая больница имени Е.В. Клумова,Стрипы к анализатору серии  VIDAS,0,BLR,http://www.icetrade.by/tenders/all/view/726301,2019-07-02
2019-726300,Департамент финансов и тыла МВД РБ,закупка услуг по доработке программного обеспечения автоматизированной системы ведения единого государственного банка,12 000,BLR,http://www.icetrade.by/tenders/all/view/726300,2019-07-11
2019-726299,"Государственное предприятие ""УКС Борисовского района""","Выбор подрядной (генподрядной) организации на выполнение строительно-монтажных работ по объекту ""Капитальный ремонт с модернизацией здания Дворца культуры имени М.Горького по пр. Революции, 49 в г. Борисове. II очередь""",387 168.42,BLR,http://www.icetrade.by/tenders/all/view/726299,2019-07-11
2019-726298,"УП ""УКС МИНГОРИСПОЛКОМА""","мебель из ДСП для объекта строительства: «Реконструкция с капитальным ремонтом комплекса зданий УО «Специализированный лицей МВД РБ по адресу: ул. Стахановская,13»",0,BLR,http://www.icetrade.by/tenders/all/view/726298,2019-07-25
2019-726297,МИНСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА,закупка транспортных услуг (автомобиль медицинской помощи с носилками),30 000,BLR,http://www.icetrade.by/tenders/all/view/726297,2019-07-10
2019-726296,"ОАО ""Гомсельмаш""",закупка подшипников,19 927.50,BLR,http://www.icetrade.by/tenders/all/view/726296,2019-06-29
2019-726295,Представительство ООН в Республике Беларусь,Работы по текущему ремонту кровли здания Чаусского бизнес-центра,0,BLR,http://www.icetrade.by/tenders/all/view/726295,2019-07-09
2019-726294,Отдел культуры Брестского горисполкома,"Услуги связанные с предоставлением, доставкой и установкой, светового оборудования, светодиодных экранов и видео",0,BLR,http://www.icetrade.by/tenders/all/view/726294,2019-07-10
2019-726293,Управление по образованию Бобруйского горисполкома,спортивный инвентарь,35 530,BLR,http://www.icetrade.by/tenders/all/view/726293,2019-07-10
2019-726292,"ОАО ""Мозырьсоль""","Сгуститель типа ""Брандес""",200 000,BLR,http://www.icetrade.by/tenders/all/view/726292,2019-07-15
2019-726023,1-й городской противотуберкулезный диспансер,Закупка мебели медицинской для учреждения здравоохранения «1-й городской противотуберкулезный диспансер»,368,BLR,http://www.icetrade.by/tenders/all/view/726023,2019-07-04
2019-726022,"ОАО ""Мозырьсоль""",Транспортная система подачи сырья №1 участка по производству таблетированной соли цеха №3,450 000,BLR,http://www.icetrade.by/tenders/all/view/726022,2019-07-02
2019-726021,ПОЛИКЛИНИКА НАН БЕЛАРУСИ,Медицинское оборудование,0,BLR,http://www.icetrade.by/tenders/all/view/726021,2019-07-10
2019-726020,"Коммунальное унитарное предприятие ""Информационно-вычислительный центр Гомельоблсельхозпрода""",Закупка компьютерной техники,24 000,BLR,http://www.icetrade.by/tenders/all/view/726020,2019-07-15
2019-726019,"ОАО ""БЗПИ""",Закупка вакуумного загрузчика полиэтилентерефталата в комплекте с контейнером-приёмником,10 100,BLR,http://www.icetrade.by/tenders/all/view/726019,2019-07-01
2019-726018,НЕСВИЖСКИЙ РАЙОННЫЙ ТЕРРИТОРИАЛЬНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ,Выполнение работ по ремонту печного отопления в домовладении многодетной семьи,2 086.93,BLR,http://www.icetrade.by/tenders/all/view/726018,2019-07-02
2019-726017,"Сенненская школа-интернат для детей-сирот и детей, оставшихся без попечения родителей",Текущий ремонт пола учебного корпуса первого этажа.,24 000,BLR,http://www.icetrade.by/tenders/all/view/726017,2019-07-10
2019-726016,ИНСТИТУТ БИООРГАНИЧЕСКОЙ ХИМИИ НАН БЕЛАРУСИ,Закупка  генетического анализатора,0,BLR,http://www.icetrade.by/tenders/all/view/726016,2019-07-15
2019-726015,6-я городская клиническая больница,Изделия медицинского назначения для оперблока «УЗ 6-я городская клиническая больница»,0,BLR,http://www.icetrade.by/tenders/all/view/726015,2019-07-10
2019-726400,ГГУ имени Ф.Скорины,Капитальный ремонт кровли,155 066.74,BLR,http://www.icetrade.by/tenders/all/view/726400,2019-07-08
2019-726399,"РУП ""МИНСКЭНЕРГО""","Выполнение работ по ремонту кабельных линий  0,4кВ с заменой дефектных участков в РЭС-4, РЭС-5 филиала «Минские кабельные сети»                                    РУП «Минскэнерго»:",71 040,BLR,http://www.icetrade.by/tenders/all/view/726399,2019-07-05
2019-726398,432 ГВКМЦ,Поверка медицинского оборудования,2 016.49,BLR,http://www.icetrade.by/tenders/all/view/726398,2019-07-11
2019-726397,"РУП ""Минскэнерго"" филиал ""Жодинская ТЭЦ""",Пневмопривод Polna,0,BLR,http://www.icetrade.by/tenders/all/view/726397,2019-07-01
2019-726396,"Гомельское республиканское унитарное предприятие электроэнергетики ""Гомельэнерго""",выбор генеральной подрядной организации на выполнение проектных и изыскательских работ по объекту:«Светлогорская ТЭЦ. Замена лифтового хозяйства главного корпуса столовой».,17 520,BLR,http://www.icetrade.by/tenders/all/view/726396,2019-07-10
2019-726395,"РУП ""БЕЛМЕДПРЕПАРАТЫ""",Упаковочные материалы ОК 30-19,1 746 623,BLR,http://www.icetrade.by/tenders/all/view/726395,2019-07-16
2019-726394,"ОАО ""Банковский процессинговый центр""",Услуга по технической поддержке программного обеспечения HPE ArcSight.,0,BLR,http://www.icetrade.by/tenders/all/view/726394,2019-07-16
2019-726393,Транспортная инспекция Минтранса,Шины автомобильные,18 000,BLR,http://www.icetrade.by/tenders/all/view/726393,2019-07-12
2019-726392,"ОАО ""Нафтан""","Колонки хроматографические, согласно Приложению №1",0,BLR,http://www.icetrade.by/tenders/all/view/726392,2019-07-11
2019-726391,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Гомель","МТ 180/19-ПЭА «Запасные части, расходные материалы для линейного ускорителя Synergy, производства Elekta Limited (Великобритания) и симулятора Simulix Evolution, производства Nucletron B.V. (Нидерланды)»",0,BLR,http://www.icetrade.by/tenders/all/view/726391,2019-07-08
2019-726390,"Государственное предприятие ""ЖодиноЖилТеплоСервис""",Закупка электроматериалов и молниезащиты,5 000,BLR,http://www.icetrade.by/tenders/all/view/726390,2019-07-05
2019-726389,БГУ,"Кондиционеры для помещений приёмной проректора и помощника ректора в здании ректората по ул.Бобруйская,5а.",4 000,BLR,http://www.icetrade.by/tenders/all/view/726389,2019-07-02
2019-726203,Отдел спорта и туризма Речицкого райисполкома,Закупка спортивного инвентаря,128 615,BLR,http://www.icetrade.by/tenders/all/view/726203,2019-07-15
2019-726202,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",Фонтанчики питьевой воды с функцией охлаждения  5 ед;,0,BLR,http://www.icetrade.by/tenders/all/view/726202,2019-07-01
2019-726201,Министерство экономики Республики Беларусь,"Закупка работ и услуг по модернизации вычислительно-сетевой инфраструктуры Министерства экономики Республики Беларусь в части модернизации изолированного сегмента, включая создание и аттестацию системы защиты информации",80 000,BLR,http://www.icetrade.by/tenders/all/view/726201,2019-07-31
2019-726200,"ОАО ""МОЖЕЛИТ""","Мембраны типа 6438 вместе с уплотнительными кольцами O-ring 22,2*3,3 мм подходящие для фильтрации желатинового бульона на установку ультрафильтрации.",50 000,BLR,http://www.icetrade.by/tenders/all/view/726200,2019-07-02
2019-726199,"Отдел идеологической работы, культуры и по делам молодежи Клецкого райисполкома",пошив женских сценических платьев и мужских концертных пиджаков,0,BLR,http://www.icetrade.by/tenders/all/view/726199,2019-07-04
2019-726198,Брестское областное кадетское училище,Закупка мужской и женской обуви,15 002,BLR,http://www.icetrade.by/tenders/all/view/726198,2019-07-10
2019-726197,Государственный пограничный комитет Республики Беларусь,"Шкафы жарочные, плиты электрические и котлы электрические",0,BLR,http://www.icetrade.by/tenders/all/view/726197,2019-07-15
2019-726196,"Кличевское УКП ""Жилкомхоз""","Закупка бетона по объекту: ""Жилой дом №7 по ул. Советской в г. Кличеве""",6 243.28,BLR,http://www.icetrade.by/tenders/all/view/726196,2019-07-10
2019-726195,"Филиал ОАО ""ХИМРЕМОНТ"" РМНУ г. Гомель",Изготовление оборудования по индивидуальному заказу с поставкой и монтажом,0,BLR,http://www.icetrade.by/tenders/all/view/726195,2019-07-08
2019-726194,Республиканский клинический медицинский центр Управления делами Президента Республики Беларусь,ЗЦП-30/2019 Услуги по испытаниям средств радиационной защиты персонала и пациентов,0,BLR,http://www.icetrade.by/tenders/all/view/726194,2019-07-10
2019-726193,Национальный банк Республики Беларусь,"Ремонт зданий, сооружений Национального банка Республики Беларусь по ул. Толстого, 6 в г. Минске",4 827.14,BLR,http://www.icetrade.by/tenders/all/view/726193,2019-07-10
2019-726597,"Отдел образования, спорта и туризма Лельчицкого районного исполнительного комитета",Замена деревянных оконных и дверных блоков на блоки ПВХ в учреждениях образования,32 600,BLR,http://www.icetrade.by/tenders/all/view/726597,2019-07-16
2019-726596,"ОАО ""Псыщево Агро""",Выбор поставщика поставки танка-охладителя молока на 5000 литров с системой рекуперации тепла,0,BLR,http://www.icetrade.by/tenders/all/view/726596,2019-07-04
2019-726595,"Гомельское республиканское унитарное предприятие электроэнергетики ""Гомельэнерго""","Выбор подрядной организации для строительства объекта «Район индивидуальной жилой застройки в н.п. Красное Гомельского района (инженерные сети и благоустройство)» 1-я очередь (объект №161.17) (сети электроснабжения 0,4-10 кВ)",99 252,BLR,http://www.icetrade.by/tenders/all/view/726595,2019-07-11
2019-726594,Гродненская ДЮСШ № 9 им. А.Н. Курловича,Закупка в 2019 году инвентаря (оружия) для отделения фехтования и запасных частей к оружию для фехтования,21 708,BLR,http://www.icetrade.by/tenders/all/view/726594,2019-07-11
2019-726593,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""","Установка на давальческое шасси МАЗ-630305-242-752 оборудования автоцистерны пожарной АЦ-9,0-40",0,BLR,http://www.icetrade.by/tenders/all/view/726593,2019-07-01
2019-726592,Брестская центральная городская больница,"«Реагенты, контрольные и расходные материалы  для лабораторной      диагностики»",214 109.66,BLR,http://www.icetrade.by/tenders/all/view/726592,2019-07-06
2019-726591,БНТУ,Закупка промышленного робота с шарнирной рукой,55 000,BLR,http://www.icetrade.by/tenders/all/view/726591,2019-07-11
2019-726590,"Государственное областное унитарное предприятие ""Управление капитального строительства Гродненского облисполкома""","лот №1 «Аппаратура звуковоспроизводящая» для комплектации объекта: «Проект застройки, магистральные сети и улицы микрорайона №2  в г.п.Островец. Школа на 765 учащихся»",3 500,BLR,http://www.icetrade.by/tenders/all/view/726590,2019-07-02
2019-726587,"ГУ ""МОЛОДЕЧНЕНСКАЯ РАЙВЕТСТАНЦИЯ""",Станок для обрезки копыт КРС,10 000,BLR,http://www.icetrade.by/tenders/all/view/726587,2019-07-11
2019-726104,Отдел спорта и туризма Барановичского горисполкома,Cпортивный инвентарь,16 761,BLR,http://www.icetrade.by/tenders/all/view/726104,2019-07-03
2019-726103,Отдел по образованию Чашникского районного исполнительного комитета,"Выбор подрядной организации для выполнения строительно-монтажных работ по объекту: ""Замена металлического ограждения государственного учреждения образования ""Ясли-сад №7 г. Чашники""",38 783.50,BLR,http://www.icetrade.by/tenders/all/view/726103,2019-07-25
2019-726102,"РУП ""НАЦИОНАЛЬНЫЙ ЦЕНТР МАРКЕТИНГА И КОНЪЮНКТУРЫ ЦЕН""","Работы/услуги по выполнению оформления Национальной экспозиции Республики Беларусь с предоставлением выставочного оборудования, выполнением монтажно-демонтажных и электромонтажных работ на 22-й Международной выставке FOODAGRO-2019 (г. Найроби, Республика Кения)",41 500,BLR,http://www.icetrade.by/tenders/all/view/726102,2019-07-01
2019-726101,ИК № 24 управления ДИН МВД по Гомельской области,Закупка капусты кочанной поздних сортов урожая 2019 года,8 200,BLR,http://www.icetrade.by/tenders/all/view/726101,2019-08-08
2019-726100,Санаторный ясли-сад № 463 НАН Беларуси,Закупка продуктов питания на 2 полугодие 2019г,0,BLR,http://www.icetrade.by/tenders/all/view/726100,2019-07-04
2019-726291,ОАО «СветлогорскХимволокно»,Соль поваренная таблетированная,33 609.60,BLR,http://www.icetrade.by/tenders/all/view/726291,2019-07-05
2019-726290,"Государственное учреждение ""Республиканский клинический госпиталь ИВОВ им. П.М.Машерова""",Типографская продукция,2 500,BLR,http://www.icetrade.by/tenders/all/view/726290,2019-07-12
2019-726289,"ОАО ""Беларуськалий""",Закупка клапанов регулирующих дисковых КРД 008-20 Ду20 Ру25 или аналог,0,BLR,http://www.icetrade.by/tenders/all/view/726289,2019-07-02
2019-726288,Управление Государственного комитета судебных экспертиз Республики Беларусь по г. Минску,Перчатки (повторный),12 000,BLR,http://www.icetrade.by/tenders/all/view/726288,2019-07-08
2019-726287,ПАО «Энергоспецмонтаж»,Поставка рентгеновской пленки для Представительства ПАО «Энергоспецмонтаж» в Республике Беларусь.,1 659 745.55,RUS,http://www.icetrade.by/tenders/all/view/726287,2019-07-04
2019-726286,"РУП ""Белтелеком"" Гомельский филиал",Противооткатные упоры,5 600,BLR,http://www.icetrade.by/tenders/all/view/726286,2019-07-01
2019-726285,"ОАО ""Гродно Азот""",Закупка хроматографа,0,BLR,http://www.icetrade.by/tenders/all/view/726285,2019-07-23
2019-726284,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение строительно-монтажных работ на объекте строительства «Замена лифтов в жилом доме № 10 по ул. Дунина-Марцинкевича в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство № 1 Фрунзенского района г. Минска», КС234-05/192",56 000,BLR,http://www.icetrade.by/tenders/all/view/726284,2019-07-11
2019-726283,"ОАО ""БелЭнергоСнабКомплект""",Теплотехническое оборудование,58 606,BLR,http://www.icetrade.by/tenders/all/view/726283,2019-07-09
2019-726282,"ОАО ""Свiтанак"" г.Жодино",Оборудование участка пигментной печати,0,BLR,http://www.icetrade.by/tenders/all/view/726282,2019-07-22
2019-726281,Отдел образования Светлогорского райисполкома,Выбор подрядной организации для выполнения текущего ремонта в следующих объектах отдела образования Светлогорского районного исполнительного комитета,43 100,BLR,http://www.icetrade.by/tenders/all/view/726281,2019-07-10
2019-726014,"ОАО ""Беларуськалий""","закупка запасных частей  для модернизации СПЗ, СПШ и ЕКФ",0,BLR,http://www.icetrade.by/tenders/all/view/726014,2019-07-15
2019-726013,"ГУ ""Брестская областная станция переливания крови""",Продукты питания для донорского завтрака,43 080,BLR,http://www.icetrade.by/tenders/all/view/726013,2019-07-10
2019-726012,"ОАО ""Мозырьсоль""",Каскадная центрифуга для NaCl с пульсирующей выгрузкой осадка,580 000,BLR,http://www.icetrade.by/tenders/all/view/726012,2019-07-02
2019-726011,Оршанская центральная поликлиника,"реагенты, расходные материалы для работы на  анализаторе гемостаза CA-660 производства компании SysmexCorporation, Япония",0,BLR,http://www.icetrade.by/tenders/all/view/726011,2019-07-15
2019-726010,"КУП ""Волковысское коммунальное хозяйство""","Закупка услуг по разработке ""схемы обращения с коммунальными отходами на территории Волковысского, Берестовицкого, Зельвенского, Мостовского, Свислочского, Слонимского (откорректировать существующую с учетом регионализации) и Щучинского районов с учетом создания регионального комплекса по обращению с твердыми коммунальными отходами в Волковысском районе",100 000,BLR,http://www.icetrade.by/tenders/all/view/726010,2019-07-10
2019-726009,"УЗ ""Гродненский областной клинический кардиологический центр""",Закупка шовного материала,241 000,BLR,http://www.icetrade.by/tenders/all/view/726009,2019-06-30
2019-726008,Отдел по образованию администрации Ленинского района г.Могилева,Закупка документации для обеспечения учебного процесса в учреждениях отдела по образованию администрации Ленинсокго района г.Могилева,20 000,BLR,http://www.icetrade.by/tenders/all/view/726008,2019-07-10
2019-726007,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",мосты,240 000,BLR,http://www.icetrade.by/tenders/all/view/726007,2019-06-30
2019-726006,"ОАО ""МТЗ""","Закупка выключателей стертера, колодок.",1 530 000,BLR,http://www.icetrade.by/tenders/all/view/726006,2019-07-05
2019-726388,"Волковысское ОАО ""Беллакт""",Закупка материала для запайки стаканов,80 850,BLR,http://www.icetrade.by/tenders/all/view/726388,2019-07-18
2019-726387,8-я городская поликлиника,Инструменты и приспособления для стоматологического отделения (повторно),0,BLR,http://www.icetrade.by/tenders/all/view/726387,2019-07-04
2019-726386,"ОАО ""Нафтан""",спирт изопропиловый (абсолютированный),1,BLR,http://www.icetrade.by/tenders/all/view/726386,2019-07-05
2019-726385,"КУП ""Оршакомхоз""",Закупка плит электрических стационарных кухонных бытовых сертифицированных в Республике Беларусь,20 000,BLR,http://www.icetrade.by/tenders/all/view/726385,2019-07-05
2019-726384,"УП ""Барановичское отделение Белорусской железной дороги"" Локомотивное депо Лида",Текущий ремонт бытовых и душевых помещений колесно-тележечного цеха и СБК,30 000,BLR,http://www.icetrade.by/tenders/all/view/726384,2019-07-05
2019-726383,"Отдел образования, спорта и туризма Речицкого районного исполнительного комитета",Закупка свежих томатов и огурцов,19 400,BLR,http://www.icetrade.by/tenders/all/view/726383,2019-07-08
2019-726382,БНТУ,Закупка настольно-сверлильных станков,12 000,BLR,http://www.icetrade.by/tenders/all/view/726382,2019-07-04
2019-726381,"РУП ""Медтехника""",МогМТ№91/19-ЭА «Расходные материалы и принадлежности для медицинского оборудования»,0,BLR,http://www.icetrade.by/tenders/all/view/726381,2019-07-19
2019-726380,"ОАО ""Зенит""",Строительно-монтажные работы по установке оконных и дверных блоков из поливинилхлоридного профиля,87 880,BLR,http://www.icetrade.by/tenders/all/view/726380,2019-07-02
2019-726379,Национальная государственная телерадиокомпания Республики Беларусь,Услуги по восстановлению картриджей для принтеров (с учетом расходных материалов),12 000,BLR,http://www.icetrade.by/tenders/all/view/726379,2019-07-04
2019-726378,"ОАО ""Пеленг""",выбор подрядной организации на разработку проектной документации,7 000,BLR,http://www.icetrade.by/tenders/all/view/726378,2019-07-05
2019-726377,"Волковысское ОАО ""Беллакт""",дезинфицирующее средство с моющим эффектом,48 950,BLR,http://www.icetrade.by/tenders/all/view/726377,2019-07-19
2019-726192,"ОАО ""БелЭнергоСнабКомплект""",Ограничитель перенапряжений ОПН 330 кВ комплектно с регистратором срабатывания (аналог),105 034.26,BLR,http://www.icetrade.by/tenders/all/view/726192,2019-07-08
2019-726191,Молодечненский государственный медицинский колледж имени И.В.Залуцкого,"Компьютерный класс (8 ученических компьютера), компьютеры, маниторы",0,BLR,http://www.icetrade.by/tenders/all/view/726191,2019-07-10
